ENTIDAD, YEAR, MES, TOTAL, FUENTE
28,2017,9,1488,RENAPO 
28,2017,10,1591,RENAPO 
28,2017,11,1532,RENAPO 
28,2017,12,1938,RENAPO 
28,2018,1,2143,RENAPO 
28,2018,2,1655,RENAPO 
28,2018,3,1622,RENAPO 
28,2018,4,1496,RENAPO 
28,2018,5,1526,RENAPO 
28,2018,6,1407,RENAPO 
28,2018,7,1546,RENAPO 
28,2018,8,1482,RENAPO 
28,2018,9,1362,RENAPO 
28,2018,10,1456,RENAPO 
28,2018,11,1646,RENAPO 
28,2018,12,1829,RENAPO 
28,2019,1,1825,RENAPO 
28,2019,2,1514,RENAPO 
28,2019,3,1626,RENAPO 
28,2019,4,1579,RENAPO 
28,2019,5,1505,RENAPO 
28,2019,6,1564,RENAPO 
28,2019,7,1552,RENAPO 
28,2019,8,1731,RENAPO 
28,2019,9,1484,RENAPO 
28,2019,10,1515,RENAPO 
28,2019,11,1581,RENAPO 
28,2019,12,1682,RENAPO 
28,2020,1,1821,RENAPO 
28,2020,2,1580,RENAPO 
28,2020,3,1414,RENAPO 
28,2020,4,1339,RENAPO 
28,2020,5,1487,RENAPO 
28,2020,6,2204,RENAPO 
28,2020,7,4804,RENAPO 
28,2020,8,3416,RENAPO 
28,2020,9,2302,RENAPO 
28,2020,10,1792,RENAPO 
28,2020,11,1957,RENAPO 
29,2015,1,568.0,Registro Civil 
29,2015,2,506.0,Registro Civil 
29,2015,3,518.0,Registro Civil 
29,2015,4,472.0,Registro Civil 
29,2015,5,457.0,Registro Civil 
29,2015,6,487.0,Registro Civil 
29,2015,7,480.0,Registro Civil 
29,2015,8,430.0,Registro Civil 
29,2015,9,440.0,Registro Civil 
29,2015,10,485.0,Registro Civil 
29,2015,11,502.0,Registro Civil 
29,2015,12,543.0,Registro Civil 
29,2016,1,609.0,Registro Civil 
29,2016,2,694.0,Registro Civil 
29,2016,3,634.0,Registro Civil 
29,2016,4,448.0,Registro Civil 
29,2016,5,501.0,Registro Civil 
29,2016,6,452.0,Registro Civil 
29,2016,7,450.0,Registro Civil 
29,2016,8,510.0,Registro Civil 
29,2016,9,476.0,Registro Civil 
29,2016,10,519.0,Registro Civil 
29,2016,11,510.0,Registro Civil 
29,2016,12,530.0,Registro Civil 
29,2017,1,579.0,Registro Civil 
29,2017,2,527.0,Registro Civil 
29,2017,3,645.0,Registro Civil 
29,2017,4,489.0,Registro Civil 
29,2017,5,495.0,Registro Civil 
29,2017,6,470.0,Registro Civil 
29,2017,7,491.0,Registro Civil 
29,2017,8,498.0,Registro Civil 
29,2017,9,531.0,Registro Civil 
29,2017,10,563.0,Registro Civil 
29,2017,11,564.0,Registro Civil 
29,2017,12,560.0,Registro Civil 
29,2018,1,747.0,Registro Civil 
29,2018,2,562.0,Registro Civil 
29,2018,3,552.0,Registro Civil 
29,2018,4,533.0,Registro Civil 
29,2018,5,501.0,Registro Civil 
29,2018,6,480.0,Registro Civil 
29,2018,7,525.0,Registro Civil 
29,2018,8,537.0,Registro Civil 
29,2018,9,474.0,Registro Civil 
29,2018,10,603.0,Registro Civil 
29,2018,11,628.0,Registro Civil 
29,2018,12,630.0,Registro Civil 
29,2019,1,683.0,Registro Civil 
29,2019,2,596.0,Registro Civil 
29,2019,3,527.0,Registro Civil 
29,2019,4,559.0,Registro Civil 
29,2019,5,523.0,Registro Civil 
29,2019,6,502.0,Registro Civil 
29,2019,7,600.0,Registro Civil 
29,2019,8,500.0,Registro Civil 
29,2019,9,506.0,Registro Civil 
29,2019,10,536.0,Registro Civil 
29,2019,11,545.0,Registro Civil 
29,2019,12,659.0,Registro Civil 
29,2020,1,715.0,Registro Civil 
29,2020,2,546.0,Registro Civil 
29,2020,3,525.0,Registro Civil 
29,2020,4,559.0,Registro Civil 
29,2020,5,936.0,Registro Civil 
29,2020,6,1397.0,Registro Civil 
29,2020,7,1997.0,Registro Civil 
29,2020,8,1329.0,Registro Civil 
29,2020,9,756.0,Registro Civil 
29,2020,10,810.0,Registro Civil 
29,2020,11,813.0,Registro Civil 
30,2015,1,4976.0,Registro Civil 
30,2015,2,4053.0,Registro Civil 
30,2015,3,4319.0,Registro Civil 
30,2015,4,4263.0,Registro Civil 
30,2015,5,4060.0,Registro Civil 
30,2015,6,3777.0,Registro Civil 
30,2015,7,3845.0,Registro Civil 
30,2015,8,4017.0,Registro Civil 
30,2015,9,3918.0,Registro Civil 
30,2015,10,4000.0,Registro Civil 
30,2015,11,3974.0,Registro Civil 
30,2015,12,4484.0,Registro Civil 
30,2016,1,4463.0,Registro Civil 
30,2016,2,4521.0,Registro Civil 
30,2016,3,4976.0,Registro Civil 
30,2016,4,3928.0,Registro Civil 
30,2016,5,4462.0,Registro Civil 
30,2016,6,3939.0,Registro Civil 
30,2016,7,2415.0,Registro Civil 
30,2016,8,3869.0,Registro Civil 
30,2016,9,3968.0,Registro Civil 
30,2016,10,3756.0,Registro Civil 
30,2016,11,3872.0,Registro Civil 
30,2016,12,3555.0,Registro Civil 
30,2017,1,4849.0,Registro Civil 
30,2017,2,3720.0,Registro Civil 
30,2017,3,4235.0,Registro Civil 
30,2017,4,3574.0,Registro Civil 
30,2017,5,4310.0,Registro Civil 
30,2017,6,3869.0,Registro Civil 
30,2017,7,3201.0,Registro Civil 
30,2017,8,4107.0,Registro Civil 
30,2017,9,4037.0,Registro Civil 
30,2017,10,4169.0,Registro Civil 
30,2017,11,4029.0,Registro Civil 
30,2017,12,4495.0,Registro Civil 
30,2018,1,5238.0,Registro Civil 
30,2018,2,4344.0,Registro Civil 
30,2018,3,4166.0,Registro Civil 
30,2018,4,4178.0,Registro Civil 
30,2018,5,4107.0,Registro Civil 
30,2018,6,3810.0,Registro Civil 
30,2018,7,4305.0,Registro Civil 
30,2018,8,4454.0,Registro Civil 
30,2018,9,3981.0,Registro Civil 
30,2018,10,4275.0,Registro Civil 
30,2018,11,4581.0,Registro Civil 
30,2018,12,4555.0,Registro Civil 
30,2019,1,5396.0,Registro Civil 
30,2019,2,4519.0,Registro Civil 
30,2019,3,4584.0,Registro Civil 
30,2019,4,4613.0,Registro Civil 
30,2019,5,4994.0,Registro Civil 
30,2019,6,4466.0,Registro Civil 
30,2019,7,4706.0,Registro Civil 
30,2019,8,4728.0,Registro Civil 
30,2019,9,4563.0,Registro Civil 
30,2019,10,4498.0,Registro Civil 
30,2019,11,4648.0,Registro Civil 
30,2019,12,4790.0,Registro Civil 
30,2020,1,5411.0,Registro Civil 
30,2020,2,4488.0,Registro Civil 
30,2020,3,4702.0,Registro Civil 
30,2020,4,4584.0,Registro Civil 
30,2020,5,6424.0,Registro Civil 
30,2020,6,7817.0,Registro Civil 
30,2020,7,10045.0,Registro Civil 
30,2020,8,7865.0,Registro Civil 
30,2020,9,6148.0,Registro Civil 
30,2020,10,5000.0,Registro Civil 
30,2020,11,5214.0,Registro Civil 
31,2015,1,930.0,Registro Civil 
31,2015,2,939.0,Registro Civil 
31,2015,3,1208.0,Registro Civil 
31,2015,4,936.0,Registro Civil 
31,2015,5,962.0,Registro Civil 
31,2015,6,912.0,Registro Civil 
31,2015,7,1090.0,Registro Civil 
31,2015,8,1064.0,Registro Civil 
31,2015,9,1012.0,Registro Civil 
31,2015,10,1040.0,Registro Civil 
31,2015,11,1055.0,Registro Civil 
31,2015,12,917.0,Registro Civil 
31,2016,1,259.0,Registro Civil 
31,2016,2,1036.0,Registro Civil 
31,2016,3,1040.0,Registro Civil 
31,2016,4,919.0,Registro Civil 
31,2016,5,925.0,Registro Civil 
31,2016,6,946.0,Registro Civil 
31,2016,7,948.0,Registro Civil 
31,2016,8,975.0,Registro Civil 
31,2016,9,1201.0,Registro Civil 
31,2016,10,1247.0,Registro Civil 
31,2016,11,1155.0,Registro Civil 
31,2016,12,1117.0,Registro Civil 
31,2017,1,1259.0,Registro Civil 
31,2017,2,964.0,Registro Civil 
31,2017,3,1055.0,Registro Civil 
31,2017,4,1010.0,Registro Civil 
31,2017,5,1139.0,Registro Civil 
31,2017,6,1043.0,Registro Civil 
31,2017,7,1138.0,Registro Civil 
31,2017,8,1067.0,Registro Civil 
31,2017,9,1048.0,Registro Civil 
31,2017,10,1087.0,Registro Civil 
31,2017,11,1070.0,Registro Civil 
31,2017,12,1162.0,Registro Civil 
31,2018,1,1242.0,Registro Civil 
31,2018,2,999.0,Registro Civil 
31,2018,3,1084.0,Registro Civil 
31,2018,4,1052.0,Registro Civil 
31,2018,5,1113.0,Registro Civil 
31,2018,6,1049.0,Registro Civil 
31,2018,7,1454.0,Registro Civil 
31,2018,8,1071.0,Registro Civil 
31,2018,9,1065.0,Registro Civil 
31,2018,10,1123.0,Registro Civil 
31,2018,11,1120.0,Registro Civil 
31,2018,12,1208.0,Registro Civil 
31,2019,1,1210.0,Registro Civil 
31,2019,2,1079.0,Registro Civil 
31,2019,3,1073.0,Registro Civil 
31,2019,4,1102.0,Registro Civil 
31,2019,5,1293.0,Registro Civil 
31,2019,6,1174.0,Registro Civil 
31,2019,7,1138.0,Registro Civil 
31,2019,8,1131.0,Registro Civil 
31,2019,9,1111.0,Registro Civil 
31,2019,10,1239.0,Registro Civil 
31,2019,11,1188.0,Registro Civil 
31,2019,12,1191.0,Registro Civil 
31,2020,1,1259.0,Registro Civil 
31,2020,2,1036.0,Registro Civil 
31,2020,3,1182.0,Registro Civil 
31,2020,4,1250.0,Registro Civil 
31,2020,5,680.0,Registro Civil 
31,2020,6,1512.0,Registro Civil 
31,2020,7,2728.0,Registro Civil 
31,2020,8,2446.0,estimacion 
31,2020,9,1600.0,Registro Civil 
31,2020,10,1306.0,Registro Civil 
31,2020,11,1350.0,Registro Civil 
32,2017,1,879,RENAPO 
32,2017,2,785,RENAPO 
32,2017,3,858,RENAPO 
32,2017,4,705,RENAPO 
32,2017,5,710,RENAPO 
32,2017,6,689,RENAPO 
32,2017,7,767,RENAPO 
32,2017,8,743,RENAPO 
32,2017,9,737,RENAPO 
32,2017,10,819,RENAPO 
32,2017,11,759,RENAPO 
32,2017,12,987,RENAPO 
32,2018,1,1020,RENAPO 
32,2018,2,782,RENAPO 
32,2018,3,795,RENAPO 
32,2018,4,718,RENAPO 
32,2018,5,743,RENAPO 
32,2018,6,746,RENAPO 
32,2018,7,764,RENAPO 
32,2018,8,678,RENAPO 
32,2018,9,726,RENAPO 
32,2018,10,779,RENAPO 
32,2018,11,834,RENAPO 
32,2018,12,996,RENAPO 
32,2019,1,1116,RENAPO 
32,2019,2,877,RENAPO 
32,2019,3,827,RENAPO 
32,2019,4,774,RENAPO 
32,2019,5,739,RENAPO 
32,2019,6,705,RENAPO 
32,2019,7,736,RENAPO 
32,2019,8,712,RENAPO 
32,2019,9,704,RENAPO 
32,2019,10,736,RENAPO 
32,2019,11,797,RENAPO 
32,2019,12,949,RENAPO 
32,2020,1,963,RENAPO 
32,2020,2,938,RENAPO 
32,2020,3,887,RENAPO 
32,2020,4,836,RENAPO 
32,2020,5,811,RENAPO 
32,2020,6,936,RENAPO 
32,2020,7,1122,RENAPO 
32,2020,8,1356,RENAPO 
32,2020,9,1122,RENAPO 
32,2020,10,1361,RENAPO 
32,2020,11,1513,RENAPO 
